Technology,Use,Diameter,HousingType,MonthlyWaste
R,DOMESTIC,15.0,U,5359.120879120879
R,DOMESTIC,15.0,B,5127.60989010989
R,DOMESTIC,15.0,D,6043.45890410959
R,DOMESTIC,15.0,C,5191.978021978022
R,DOMESTIC,15.0,C,7304.670329670329
R,DOMESTIC,15.0,C,6786.84065934066
R,DOMESTIC,15.0,D,11644.038461538461
R,DOMESTIC,15.0,C,5245.549450549451
R,COMERCIAL,15.0,B,0.0
R,DOMESTIC,15.0,C,6903.543956043955
R,DOMESTIC,15.0,C,6145.054945054945
R,DOMESTIC,15.0,B,2053.5164835164833
R,DOMESTIC,15.0,C,3860.192307692308
R,DOMESTIC,15.0,C,3829.032258064516
R,DOMESTIC,15.0,D,7008.131868131868
R,DOMESTIC,15.0,B,13630.87912087912
R,COMERCIAL,15.0,B,1347.445054945055
R,DOMESTIC,15.0,D,7442.06043956044
R,DOMESTIC,15.0,C,10738.351648351649
R,COMERCIAL,15.0,B,4126.153846153847
R,DOMESTIC,15.0,C,6368.076923076923
R,DOMESTIC,15.0,C,6051.263736263736
R,DOMESTIC,15.0,C,4181.785714285714
R,COMERCIAL,15.0,W,2749.6153846153848
R,DOMESTIC,15.0,C,10514.58791208791
R,DOMESTIC,15.0,C,1628.8186813186812
E,DOMESTIC,15.0,D,13974.395604395604
R,DOMESTIC,15.0,C,4799.8351648351645
R,DOMESTIC,15.0,C,8658.37912087912
E,DOMESTIC,15.0,D,16518.739255014327
R,DOMESTIC,15.0,C,5004.148351648351
R,COMERCIAL,15.0,B,590.4395604395605
R,DOMESTIC,15.0,B,3915.6593406593406
R,DOMESTIC,15.0,C,9976.153846153846
R,COMERCIAL,15.0,B,7091.703296703297
R,DOMESTIC,15.0,C,11120.192307692307
R,DOMESTIC,15.0,C,4974.2307692307695
R,DOMESTIC,15.0,C,10238.241758241758
R,DOMESTIC,15.0,D,10184.423076923076
R,DOMESTIC,15.0,C,5473.434065934066
R,DOMESTIC,15.0,D,4389.642857142858
R,DOMESTIC,15.0,B,8770.137362637364
R,DOMESTIC,15.0,D,4285.714285714286
R,DOMESTIC,15.0,C,4637.884615384615
R,DOMESTIC,15.0,U,20.85164835164835
R,DOMESTIC,15.0,C,3684.230769230769
R,DOMESTIC,15.0,D,5912.71978021978
R,DOMESTIC,15.0,C,4151.915887850467
R,DOMESTIC,15.0,B,7793.9010989010985
R,DOMESTIC,15.0,B,6701.703296703297
R,DOMESTIC,15.0,C,12182.637362637364
R,DOMESTIC,15.0,D,5498.267716535433
R,DOMESTIC,15.0,B,4395.329670329671
R,DOMESTIC,15.0,B,7293.791208791209
R,DOMESTIC,15.0,C,10779.85401459854
R,DOMESTIC,15.0,B,159.64285714285714
R,DOMESTIC,15.0,C,4326.016483516484
R,DOMESTIC,15.0,C,12432.115384615385
R,DOMESTIC,15.0,U,85.7967032967033
R,DOMESTIC,15.0,C,7092.032967032967
R,DOMESTIC,15.0,C,5517.527472527473
R,DOMESTIC,15.0,E,11194.65306122449
R,DOMESTIC,15.0,B,71.62162162162163
R,DOMESTIC,15.0,E,6519.642857142858
R,DOMESTIC,15.0,B,12525.576923076924
R,DOMESTIC,15.0,C,3165.979899497487
R,INDUSTRIAL,15.0,W,4910.357142857142
R,DOMESTIC,15.0,C,10016.170212765957
R,DOMESTIC,15.0,C,4211.750741839763
R,DOMESTIC,15.0,C,6239.175824175824
E,DOMESTIC,15.0,D,15149.340659340658
R,DOMESTIC,15.0,B,4692.774725274725
R,DOMESTIC,15.0,C,4209.725274725275
R,COMERCIAL,15.0,W,862.9945054945056
R,DOMESTIC,15.0,C,1838.9835164835165
R,DOMESTIC,15.0,C,2388.131868131868
R,DOMESTIC,15.0,D,3129.1483516483513
R,DOMESTIC,15.0,D,11324.423076923076
R,DOMESTIC,15.0,D,8415.41208791209
R,DOMESTIC,15.0,B,4553.818681318682
R,DOMESTIC,15.0,B,5019.725274725275
R,DOMESTIC,15.0,C,10127.472527472528
R,DOMESTIC,15.0,B,12036.923076923076
R,DOMESTIC,15.0,B,5100.576923076923
R,DOMESTIC,15.0,B,7145.521978021978
R,DOMESTIC,15.0,E,10784.752747252747
R,DOMESTIC,15.0,B,12156.510989010989
R,DOMESTIC,15.0,D,5043.626373626374
R,COMERCIAL,15.0,W,6663.543956043955
R,DOMESTIC,15.0,B,9032.77108433735
R,DOMESTIC,15.0,C,9276.350974930363
R,DOMESTIC,15.0,B,7188.131868131868
R,DOMESTIC,15.0,C,3858.1318681318676
R,DOMESTIC,15.0,C,8007.774725274725
R,DOMESTIC,15.0,C,7983.8009049773755
R,DOMESTIC,15.0,B,5384.010989010989
R,DOMESTIC,15.0,D,5454.807692307692
R,DOMESTIC,15.0,D,6185.192307692308
R,DOMESTIC,15.0,C,5395.467032967033
R,DOMESTIC,15.0,C,6809.090909090909
R,DOMESTIC,15.0,C,8051.785714285715
R,DOMESTIC,15.0,D,6440.357142857142
R,DOMESTIC,15.0,B,309.47802197802196
R,DOMESTIC,15.0,D,6672.857142857142
R,COMERCIAL,15.0,D,13911.923076923076
R,DOMESTIC,15.0,C,6812.142857142858
R,DOMESTIC,15.0,B,9263.159340659342
R,DOMESTIC,15.0,C,9495.329670329671
R,DOMESTIC,15.0,D,5389.945054945055
R,DOMESTIC,15.0,C,2200.714285714286
R,DOMESTIC,15.0,C,2870.2747252747254
R,DOMESTIC,15.0,D,9479.835164835165
R,DOMESTIC,15.0,B,3467.802197802198
R,DOMESTIC,15.0,D,7582.6648351648355
R,DOMESTIC,15.0,D,3794.5054945054944
R,DOMESTIC,15.0,E,752.3684210526316
R,DOMESTIC,15.0,B,7533.956043956045
R,DOMESTIC,15.0,E,8349.395604395604
R,DOMESTIC,15.0,C,2418.6263736263736
R,DOMESTIC,15.0,D,9486.551724137931
R,DOMESTIC,15.0,C,4983.296703296703
R,DOMESTIC,15.0,D,6450.494505494506
R,DOMESTIC,15.0,C,2544.313186813187
R,DOMESTIC,15.0,U,1089.3131868131868
R,DOMESTIC,15.0,C,9543.543956043955
R,DOMESTIC,15.0,C,7299.313186813187
R,DOMESTIC,15.0,C,8276.058394160586
R,DOMESTIC,15.0,C,9421.236263736264
R,DOMESTIC,15.0,B,13247.71978021978
R,DOMESTIC,15.0,C,5153.9473684210525
R,DOMESTIC,15.0,C,6353.406593406593
R,DOMESTIC,15.0,C,2857.82967032967
R,DOMESTIC,15.0,D,3173.159340659341
R,COMERCIAL,15.0,E,2144.752747252747
R,DOMESTIC,15.0,D,6996.181318681318
R,DOMESTIC,15.0,C,10202.967032967032
R,DOMESTIC,15.0,C,2458.1043956043954
R,DOMESTIC,15.0,B,5997.692307692308
R,COMERCIAL,15.0,C,9459.61325966851
R,DOMESTIC,15.0,D,12129.725274725275
R,COMERCIAL,15.0,B,32.14285714285714
R,DOMESTIC,15.0,C,1733.793103448276
R,DOMESTIC,15.0,C,3919.0384615384614
R,DOMESTIC,15.0,B,2991.2637362637365
R,DOMESTIC,15.0,C,5469.2307692307695
R,DOMESTIC,15.0,C,11502.623762376237
R,DOMESTIC,15.0,B,34.66216216216216
R,DOMESTIC,15.0,D,13104.642857142857
R,AJUNTAMENT,15.0,W,1111.3186813186812
R,DOMESTIC,15.0,E,5515.039370078741
R,DOMESTIC,15.0,B,11633.653846153846
E,DOMESTIC,15.0,C,16288.02197802198
R,DOMESTIC,15.0,C,1285.9931506849314
R,COMERCIAL,15.0,C,4457.802197802198
R,DOMESTIC,15.0,B,8616.923076923076
R,DOMESTIC,15.0,D,1365.9890109890111
R,DOMESTIC,15.0,D,13336.565934065933
R,DOMESTIC,15.0,C,5494.615384615385
R,DOMESTIC,15.0,C,9779.340659340658
R,DOMESTIC,15.0,B,928.3516483516484
R,DOMESTIC,15.0,D,6694.120879120879
R,DOMESTIC,15.0,C,7428.708791208791
R,COMERCIAL,15.0,D,16102.08791208791
R,DOMESTIC,15.0,D,13033.26923076923
R,AJUNTAMENT,15.0,W,0.0
R,DOMESTIC,15.0,D,9481.438356164383
R,COMERCIAL,15.0,B,347.0604395604396
R,DOMESTIC,15.0,C,7377.032967032967
R,COMERCIAL,15.0,C,3790.3846153846152
E,DOMESTIC,15.0,D,15881.620879120881
R,DOMESTIC,15.0,B,4464.478021978022
R,DOMESTIC,15.0,C,2438.7362637362635
R,DOMESTIC,15.0,E,9255.924657534248
R,DOMESTIC,15.0,C,6003.218884120171
R,DOMESTIC,15.0,C,7318.763736263736
R,DOMESTIC,15.0,C,5777.967032967033
R,DOMESTIC,15.0,C,4470.247252747253
R,DOMESTIC,15.0,C,6676.895604395604
R,DOMESTIC,15.0,B,9853.186813186814
R,DOMESTIC,15.0,C,3893.7362637362635
R,DOMESTIC,15.0,D,6694.450549450549
R,COMERCIAL,15.0,E,4571.373626373626
R,DOMESTIC,15.0,C,7897.994505494506
R,DOMESTIC,15.0,B,6637.087912087912
R,DOMESTIC,15.0,C,8191.4010989010985
R,DOMESTIC,15.0,D,4197.115384615385
R,DOMESTIC,15.0,B,3721.6483516483513
R,DOMESTIC,15.0,C,10227.197802197803
R,DOMESTIC,15.0,C,7793.48901098901
R,COMERCIAL,15.0,B,1885.5494505494505
R,DOMESTIC,15.0,C,5011.489361702128
R,COMERCIAL,15.0,W,533.9010989010989
R,DOMESTIC,15.0,C,129.4160583941606
R,COMERCIAL,15.0,W,2554.6153846153848
R,DOMESTIC,15.0,U,119.42307692307692
R,DOMESTIC,15.0,C,2038.6046511627906
R,DOMESTIC,15.0,B,1212.7747252747254
R,DOMESTIC,15.0,C,6668.076923076923
R,DOMESTIC,15.0,C,2964.7252747252746
R,AJUNTAMENT,15.0,W,13451.703296703297
R,DOMESTIC,15.0,C,8847.28021978022
R,DOMESTIC,15.0,D,8990.851648351649
R,DOMESTIC,15.0,D,2241.840659340659
R,DOMESTIC,15.0,C,3721.9780219780223
R,DOMESTIC,15.0,C,12388.021978021978
R,DOMESTIC,15.0,C,2871.6356877323424
R,DOMESTIC,15.0,C,13874.336283185841
R,DOMESTIC,15.0,E,6980.274725274725
R,DOMESTIC,15.0,C,1828.2938388625591
R,DOMESTIC,15.0,B,9855.082417582418
R,DOMESTIC,15.0,D,11075.342465753425
R,COMERCIAL,15.0,W,3888.387096774194
R,DOMESTIC,15.0,B,604.945054945055
R,DOMESTIC,15.0,D,10979.58791208791
R,COMERCIAL,15.0,B,150.82417582417582
R,DOMESTIC,15.0,B,5889.395604395604
R,DOMESTIC,15.0,D,7997.307692307693
R,DOMESTIC,15.0,D,8196.510989010989
R,DOMESTIC,15.0,C,5029.8626373626375
R,DOMESTIC,15.0,C,7117.747252747253
R,DOMESTIC,15.0,C,4437.28021978022
R,DOMESTIC,15.0,C,4327.170329670329
R,DOMESTIC,15.0,B,12142.829670329671
R,DOMESTIC,15.0,B,4837.005494505494
R,DOMESTIC,15.0,C,9870.0
R,DOMESTIC,15.0,C,1531.8956043956043
R,DOMESTIC,15.0,D,9181.648351648351
R,DOMESTIC,15.0,C,4896.593406593407
R,DOMESTIC,15.0,D,62.63736263736264
R,DOMESTIC,15.0,E,4347.115384615385
R,DOMESTIC,15.0,C,1132.0054945054944
R,DOMESTIC,15.0,C,5486.785714285714
R,DOMESTIC,15.0,C,4600.0
R,DOMESTIC,15.0,C,8606.08695652174
R,DOMESTIC,15.0,D,11077.994505494506
R,DOMESTIC,15.0,E,7649.075342465753
R,COMERCIAL,15.0,W,14595.41208791209
R,DOMESTIC,15.0,C,4972.994505494506
R,DOMESTIC,15.0,B,7683.296703296703
R,DOMESTIC,15.0,C,10250.0
R,DOMESTIC,15.0,C,4813.516483516484
R,DOMESTIC,15.0,D,3720.0824175824177
R,DOMESTIC,15.0,C,82.89017341040461
E,DOMESTIC,15.0,C,14620.467032967032
R,DOMESTIC,15.0,C,6774.725274725275
R,DOMESTIC,15.0,D,6622.3351648351645
R,DOMESTIC,15.0,C,4855.467032967033
R,DOMESTIC,15.0,B,607.7472527472528
R,DOMESTIC,15.0,B,3634.6153846153848
R,DOMESTIC,15.0,C,3730.0
R,DOMESTIC,15.0,C,2296.6483516483513
R,DOMESTIC,15.0,B,6560.851648351649
R,DOMESTIC,15.0,C,13398.375
R,DOMESTIC,15.0,C,3449.340659340659
R,DOMESTIC,15.0,E,13135.137362637364
R,DOMESTIC,15.0,C,12697.005494505494
R,DOMESTIC,15.0,C,8172.362637362637
R,DOMESTIC,15.0,B,7085.43956043956
R,DOMESTIC,15.0,C,7507.087912087912
R,DOMESTIC,15.0,B,5758.115942028986
R,DOMESTIC,15.0,D,3930.5769230769233
R,DOMESTIC,15.0,D,4824.481132075472
R,DOMESTIC,15.0,B,5531.868131868132
R,DOMESTIC,15.0,D,2668.269230769231
R,DOMESTIC,15.0,C,7764.478021978022
R,DOMESTIC,15.0,C,8117.9670329670325
R,DOMESTIC,15.0,B,2456.043956043956
R,DOMESTIC,15.0,B,9382.170329670329
R,DOMESTIC,15.0,E,5811.263736263736
R,DOMESTIC,15.0,C,7528.5989010989015
R,DOMESTIC,15.0,D,5453.983516483516
R,DOMESTIC,15.0,D,6592.6648351648355
R,DOMESTIC,15.0,C,5172.857142857142
R,DOMESTIC,15.0,C,11471.703296703297
R,DOMESTIC,15.0,D,13832.39010989011
R,DOMESTIC,15.0,C,5688.432203389831
R,DOMESTIC,15.0,C,5731.648351648351
R,DOMESTIC,15.0,C,3346.6483516483513
R,DOMESTIC,15.0,C,7932.079646017699
R,DOMESTIC,15.0,B,2746.401098901099
R,DOMESTIC,15.0,C,8931.095406360424
R,DOMESTIC,15.0,B,13382.967032967032
R,DOMESTIC,15.0,B,5905.631868131868
R,DOMESTIC,15.0,C,4264.945054945055
R,DOMESTIC,15.0,C,10107.735849056604
R,DOMESTIC,15.0,B,7573.2692307692305
R,DOMESTIC,15.0,B,0.0
R,DOMESTIC,15.0,C,3622.17032967033
R,DOMESTIC,15.0,C,3779.1758241758243
R,DOMESTIC,15.0,D,11847.032967032968
R,DOMESTIC,15.0,C,5700.65934065934
E,DOMESTIC,15.0,E,15801.098901098901
R,DOMESTIC,15.0,C,6150.0
R,DOMESTIC,15.0,B,1871.1263736263736
R,DOMESTIC,15.0,B,1243.021978021978
E,DOMESTIC,15.0,D,14006.868131868132
R,COMERCIAL,15.0,W,3451.2362637362635
R,DOMESTIC,15.0,B,4994.819277108434
R,DOMESTIC,15.0,D,3769.285714285714
R,DOMESTIC,15.0,B,5536.318681318682
R,DOMESTIC,15.0,D,6250.467032967033
R,DOMESTIC,15.0,C,5030.604395604396
R,DOMESTIC,15.0,C,10012.417582417582
R,DOMESTIC,15.0,B,9831.346153846154
R,DOMESTIC,15.0,E,10563.333333333332
R,DOMESTIC,15.0,E,5986.318681318682
R,DOMESTIC,15.0,C,4712.680115273775
R,DOMESTIC,15.0,C,5585.862068965517
R,DOMESTIC,15.0,C,8732.06043956044
R,DOMESTIC,15.0,C,2539.0384615384614
R,DOMESTIC,15.0,C,5474.505494505494
R,DOMESTIC,15.0,C,6271.978021978022
R,DOMESTIC,15.0,C,11253.375
R,DOMESTIC,15.0,C,3406.6483516483513
R,DOMESTIC,15.0,C,2999.010989010989
R,DOMESTIC,15.0,C,4031.8681318681324
R,DOMESTIC,15.0,D,5330.357142857142
R,DOMESTIC,15.0,D,10976.62087912088
R,DOMESTIC,15.0,C,4545.824175824176
R,DOMESTIC,15.0,B,3337.0054945054944
R,DOMESTIC,15.0,D,4748.571428571428
R,DOMESTIC,15.0,C,3772.1739130434785
R,DOMESTIC,15.0,B,62.3901098901099
R,DOMESTIC,15.0,D,4312.912087912088
R,DOMESTIC,15.0,D,7534.8626373626375
R,DOMESTIC,15.0,C,8849.58791208791
R,COMERCIAL,15.0,W,16513.021978021978
R,DOMESTIC,15.0,C,7764.972527472527
R,DOMESTIC,15.0,B,5121.016483516484
R,DOMESTIC,15.0,D,8968.186813186814
R,DOMESTIC,15.0,D,9130.137362637364
R,DOMESTIC,15.0,B,4867.087912087912
R,DOMESTIC,15.0,B,10053.214285714284
R,DOMESTIC,15.0,B,3467.6373626373625
R,DOMESTIC,15.0,B,7524.395604395604
R,DOMESTIC,15.0,B,837.1875
R,DOMESTIC,15.0,C,5416.153846153847
R,DOMESTIC,15.0,C,683.1593406593406
R,DOMESTIC,15.0,C,5447.71978021978
R,DOMESTIC,15.0,C,7367.802197802198
R,COMERCIAL,15.0,B,8349.89010989011
R,DOMESTIC,15.0,B,12567.032967032968
R,DOMESTIC,15.0,D,8301.18131868132
R,DOMESTIC,15.0,C,6013.928571428572
R,DOMESTIC,15.0,D,5432.39010989011
R,COMERCIAL,15.0,W,5187.115384615385
R,DOMESTIC,15.0,C,8124.807692307693
R,DOMESTIC,15.0,D,4030.714285714286
R,DOMESTIC,15.0,B,12210.41208791209
R,DOMESTIC,15.0,C,7134.85401459854
R,DOMESTIC,15.0,C,2728.0276816609
R,DOMESTIC,15.0,E,6220.0
R,DOMESTIC,15.0,B,8017.005494505494
R,DOMESTIC,15.0,C,8465.027472527472
R,DOMESTIC,15.0,C,3464.9175824175823
R,DOMESTIC,15.0,D,6784.697802197802
R,COMERCIAL,15.0,B,9.972527472527473
E,DOMESTIC,15.0,D,14573.983516483517
R,DOMESTIC,15.0,B,5742.477064220184
E,DOMESTIC,15.0,B,15003.296703296703
R,DOMESTIC,15.0,C,5283.298429319372
R,DOMESTIC,15.0,D,12913.846153846154
R,DOMESTIC,15.0,C,5821.153846153847
R,DOMESTIC,15.0,C,4886.373626373626
R,DOMESTIC,15.0,D,9372.774725274725
R,DOMESTIC,15.0,C,5315.10989010989
R,COMERCIAL,15.0,B,3417.5274725274726
R,DOMESTIC,15.0,B,197.7197802197802
R,DOMESTIC,15.0,B,5005.796703296703
R,DOMESTIC,15.0,C,10722.115384615385
R,DOMESTIC,15.0,C,8668.598901098901
R,COMERCIAL,15.0,B,1211.620879120879
R,DOMESTIC,15.0,C,13886.868131868132
R,DOMESTIC,15.0,C,6758.9010989010985
R,DOMESTIC,15.0,C,4734.148351648351
R,DOMESTIC,15.0,B,6930.494505494506
R,DOMESTIC,15.0,C,2423.3241758241757
R,DOMESTIC,15.0,C,3313.3516483516487
R,DOMESTIC,15.0,C,5950.796703296703
R,DOMESTIC,15.0,B,4720.714285714286
R,DOMESTIC,15.0,D,6691.666666666666
R,DOMESTIC,15.0,C,4099.8626373626375
R,DOMESTIC,15.0,B,4897.829670329671
R,DOMESTIC,15.0,B,11475.213675213676
R,COMERCIAL,15.0,W,2760.0
R,DOMESTIC,15.0,B,6121.483516483516
R,DOMESTIC,15.0,D,9498.131868131868
R,DOMESTIC,15.0,D,4898.15934065934
R,DOMESTIC,15.0,D,7642.005494505494
R,COMERCIAL,15.0,B,13315.57894736842
R,DOMESTIC,15.0,E,11743.928571428572
E,DOMESTIC,15.0,D,16356.840659340658
R,DOMESTIC,15.0,B,11936.868131868132
R,DOMESTIC,15.0,B,12281.126373626374
R,DOMESTIC,15.0,D,4815.1648351648355
R,AJUNTAMENT,15.0,W,8046.51098901099
R,DOMESTIC,15.0,D,5845.054945054945
R,DOMESTIC,15.0,C,5829.313186813187
R,DOMESTIC,15.0,C,5214.710743801653
R,DOMESTIC,15.0,C,11451.840659340658
R,COMERCIAL,15.0,C,785.4666666666667
R,DOMESTIC,15.0,D,9422.225274725275
R,DOMESTIC,15.0,B,7026.510989010989
R,DOMESTIC,15.0,D,3985.7647058823527
R,DOMESTIC,15.0,C,4987.420494699646
R,DOMESTIC,15.0,C,7611.136363636364
R,DOMESTIC,15.0,C,9211.401098901099
R,DOMESTIC,15.0,B,4974.56043956044
R,DOMESTIC,15.0,B,10846.73076923077
R,INDUSTRIAL,15.0,W,325.1373626373626
R,DOMESTIC,15.0,B,6227.967032967033
R,COMERCIAL,15.0,B,9522.774725274725
R,DOMESTIC,15.0,C,5673.131868131868
R,DOMESTIC,15.0,C,21.75824175824176
R,DOMESTIC,15.0,D,6315.082417582417
R,DOMESTIC,15.0,C,6654.478021978022
R,DOMESTIC,15.0,C,6.593406593406593
R,COMERCIAL,15.0,B,4008.2666666666664
R,DOMESTIC,15.0,B,6874.450549450549
R,DOMESTIC,15.0,D,9344.423076923076
R,INDUSTRIAL,15.0,W,1872.6923076923076
R,DOMESTIC,15.0,C,6651.181318681318
R,DOMESTIC,15.0,C,7947.774725274725
R,DOMESTIC,15.0,C,2870.253164556962
R,DOMESTIC,15.0,D,10178.130841121496
R,DOMESTIC,15.0,C,9932.233009708738
R,DOMESTIC,15.0,E,271.7307692307692
R,DOMESTIC,15.0,B,8819.093406593405
R,DOMESTIC,15.0,B,8347.335164835165
R,COMERCIAL,15.0,B,2449.532967032967
R,DOMESTIC,15.0,C,5213.489010989011
R,DOMESTIC,15.0,C,1158.2967032967033
R,DOMESTIC,15.0,C,9211.236263736264
R,DOMESTIC,15.0,D,3904.6153846153848
R,DOMESTIC,15.0,C,7876.483516483517
E,DOMESTIC,15.0,D,14159.423076923076
R,DOMESTIC,15.0,C,12112.170329670329
R,COMERCIAL,15.0,B,5924.505494505494
R,DOMESTIC,15.0,D,2209.6153846153848
R,DOMESTIC,15.0,B,7464.313186813187
R,DOMESTIC,15.0,C,7874.01098901099
R,DOMESTIC,15.0,C,5328.868778280543
R,DOMESTIC,15.0,C,11.373626373626372
R,DOMESTIC,15.0,B,10648.68131868132
R,COMERCIAL,15.0,B,22.087912087912088
R,DOMESTIC,15.0,C,6160.0
R,COMERCIAL,15.0,B,2637.7747252747254
R,DOMESTIC,15.0,B,5097.692307692308
R,DOMESTIC,15.0,C,8747.863636363638
R,DOMESTIC,15.0,E,11024.917582417582
R,DOMESTIC,15.0,C,9773.571428571428
R,DOMESTIC,15.0,C,5707.3351648351645
R,DOMESTIC,15.0,C,10234.368131868132
R,DOMESTIC,15.0,C,0.0
R,COMERCIAL,15.0,W,121.74757281553399
R,DOMESTIC,15.0,D,12691.401098901099
E,DOMESTIC,15.0,D,17623.763736263736
R,DOMESTIC,15.0,C,0.18575851393188855
R,DOMESTIC,15.0,D,10924.834710743802
R,DOMESTIC,15.0,C,6190.550847457627
R,DOMESTIC,15.0,C,9832.5
R,DOMESTIC,15.0,C,9881.291208791208
R,DOMESTIC,15.0,C,4814.175824175824
R,DOMESTIC,15.0,B,13359.395604395604
R,DOMESTIC,15.0,D,6205.549450549451
R,DOMESTIC,15.0,C,9355.631868131868
R,DOMESTIC,15.0,D,5626.318681318682
R,DOMESTIC,15.0,D,4618.186813186813
R,COMERCIAL,15.0,W,17365.51829268293
R,DOMESTIC,15.0,E,11733.956043956045
R,DOMESTIC,15.0,B,11307.774725274725
R,DOMESTIC,15.0,C,8372.39010989011
R,DOMESTIC,15.0,C,2617.82967032967
R,COMERCIAL,15.0,W,709.945054945055
R,COMERCIAL,15.0,W,3590.8516483516487
R,DOMESTIC,15.0,C,6537.692307692308
R,DOMESTIC,15.0,B,6041.043956043955
R,DOMESTIC,15.0,C,2545.5494505494507
R,DOMESTIC,15.0,B,7263.296703296703
R,COMERCIAL,15.0,W,1789.532967032967
R,DOMESTIC,15.0,U,16.483516483516485
R,DOMESTIC,15.0,E,7312.734375
R,DOMESTIC,15.0,B,9225.41208791209
R,DOMESTIC,15.0,E,11725.631868131868
R,DOMESTIC,15.0,B,7215.247252747253
R,DOMESTIC,15.0,C,4266.651583710407
R,DOMESTIC,15.0,E,9140.027472527472
R,DOMESTIC,15.0,C,11269.78021978022
R,DOMESTIC,15.0,D,7558.516483516484
R,AJUNTAMENT,15.0,W,13713.791208791208
R,DOMESTIC,15.0,D,8255.43956043956
R,DOMESTIC,15.0,B,4778.076923076923
R,DOMESTIC,15.0,D,4372.252747252747
R,DOMESTIC,15.0,B,11439.89010989011
R,DOMESTIC,15.0,C,720.1648351648353
R,DOMESTIC,15.0,C,12384.642857142857
R,DOMESTIC,15.0,B,2519.8351648351645
R,DOMESTIC,15.0,B,4470.989010989011
R,DOMESTIC,15.0,C,12950.689655172413
R,DOMESTIC,15.0,B,2538.956043956044
R,DOMESTIC,15.0,C,9925.467032967032
R,DOMESTIC,15.0,C,3301.153846153846
R,DOMESTIC,15.0,E,174.89690721649484
R,DOMESTIC,15.0,D,3575.2747252747254
R,DOMESTIC,15.0,E,12351.923076923076
R,DOMESTIC,15.0,C,4764.2307692307695
R,DOMESTIC,15.0,C,5417.967032967033
R,DOMESTIC,15.0,B,1750.1373626373627
R,DOMESTIC,15.0,C,35.407725321888414
R,DOMESTIC,15.0,E,3060.989010989011
R,DOMESTIC,15.0,B,3224.340659340659
R,DOMESTIC,15.0,C,8866.895604395604
R,DOMESTIC,15.0,C,7892.307692307693
R,DOMESTIC,15.0,C,960.7417582417584
R,DOMESTIC,15.0,C,3503.8186813186812
R,DOMESTIC,15.0,D,13862.542372881357
R,DOMESTIC,15.0,D,11808.255319148937
R,DOMESTIC,15.0,C,7050.247252747253
R,DOMESTIC,15.0,C,7043.15934065934
R,DOMESTIC,15.0,C,5070.1648351648355
R,DOMESTIC,15.0,C,5753.736263736264
R,DOMESTIC,15.0,C,11641.236263736264
R,DOMESTIC,15.0,C,2662.5824175824177
R,DOMESTIC,15.0,C,0.0
R,DOMESTIC,15.0,B,25.549450549450547
R,DOMESTIC,15.0,B,1289.0109890109889
R,DOMESTIC,15.0,E,4408.59375
R,DOMESTIC,15.0,D,13506.098901098901
R,DOMESTIC,15.0,C,3796.0103626943005
R,DOMESTIC,15.0,B,8099.175824175824
R,DOMESTIC,15.0,D,11542.417582417582
R,DOMESTIC,15.0,E,9805.828877005348
R,DOMESTIC,15.0,C,9146.95054945055
R,DOMESTIC,15.0,D,0.0
R,DOMESTIC,15.0,E,8934.313186813186
R,DOMESTIC,15.0,C,7316.567796610169
R,DOMESTIC,15.0,C,4015.4670329670334
E,DOMESTIC,15.0,D,16162.252747252747
R,DOMESTIC,15.0,C,3287.39010989011
R,DOMESTIC,15.0,C,7849.78021978022
R,DOMESTIC,15.0,C,6072.857142857142
R,DOMESTIC,15.0,D,3065.1923076923076
R,DOMESTIC,15.0,C,4656.923076923077
R,DOMESTIC,15.0,C,4643.818681318682
R,DOMESTIC,15.0,C,4063.3516483516487
R,DOMESTIC,15.0,C,9619.532967032968
R,DOMESTIC,15.0,C,3692.876712328767
R,DOMESTIC,15.0,C,8672.967032967032
R,DOMESTIC,15.0,C,7848.131868131869
R,DOMESTIC,15.0,C,6168.049450549451
R,DOMESTIC,15.0,B,7075.945945945946
R,DOMESTIC,15.0,B,7607.469879518073
R,DOMESTIC,15.0,B,4022.802197802198
R,DOMESTIC,15.0,D,5316.09375
R,INDUSTRIAL,15.0,W,5077.252747252747
R,DOMESTIC,15.0,E,13853.489010989011
R,DOMESTIC,15.0,C,5763.284671532847
R,DOMESTIC,15.0,B,5694.2307692307695
R,DOMESTIC,15.0,B,7282.170329670329
R,DOMESTIC,15.0,D,4072.5824175824173
R,DOMESTIC,15.0,B,3517.9816513761466
R,DOMESTIC,15.0,B,4225.631868131868
R,DOMESTIC,15.0,C,6871.7307692307695
R,DOMESTIC,15.0,C,2556.428571428571
R,DOMESTIC,15.0,B,1404.478021978022
R,DOMESTIC,15.0,C,10761.593406593405
R,DOMESTIC,15.0,B,5313.049450549451
R,DOMESTIC,15.0,B,10262.554945054946
R,DOMESTIC,15.0,C,5506.565934065934
R,DOMESTIC,15.0,C,1806.2637362637363
R,DOMESTIC,15.0,D,8475.0
R,DOMESTIC,15.0,C,13378.348623853211
R,DOMESTIC,15.0,B,3127.3351648351645
R,COMERCIAL,15.0,W,6234.193548387097
R,DOMESTIC,15.0,B,2516.2087912087914
R,DOMESTIC,15.0,C,13658.689655172415
R,DOMESTIC,15.0,B,271.23626373626377
R,DOMESTIC,15.0,U,110.85164835164835
R,COMERCIAL,15.0,B,14207.967032967032
R,DOMESTIC,15.0,D,4821.683168316832
